recording,monkey,analysis,fold,dimension,tau_samples,n_training_trials,tau_method,robust_peaks_hz,adjustment
monkeyM_session-o080506002-22_lfp-2,M,matched_long,3,3,11,139,ami_first_local_minimum,[30.0],
monkeyM_session-o080506002-22_lfp-2,M,matched_long,4,3,11,140,ami_first_local_minimum,[30.0],
monkeyM_session-o080507002-11_lfp-1,M,short,0,3,19,96,ami_first_local_minimum,[20.0],
monkeyM_session-o080507002-11_lfp-1,M,short,1,3,21,96,ami_first_local_minimum,[20.0],
monkeyM_session-o080507002-11_lfp-1,M,short,2,3,21,96,ami_first_local_minimum,[18.0],
monkeyM_session-o080507002-11_lfp-1,M,short,3,3,24,96,ami_first_local_minimum,[18.0],
monkeyM_session-o080507002-11_lfp-1,M,short,4,3,19,96,ami_first_local_minimum,[20.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_short,0,3,19,96,ami_first_local_minimum,[20.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_short,1,3,21,96,ami_first_local_minimum,[20.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_short,2,3,21,96,ami_first_local_minimum,[18.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_short,3,3,24,96,ami_first_local_minimum,[18.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_short,4,3,19,96,ami_first_local_minimum,[20.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_long,0,3,28,96,ami_first_local_minimum,[18.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_long,1,5,26,96,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507002-11_lfp-1,M,matched_long,2,3,26,96,ami_first_local_minimum,[18.0],
monkeyM_session-o080507002-11_lfp-1,M,matched_long,3,5,25,96,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507002-11_lfp-1,M,matched_long,4,3,30,96,ami_first_local_minimum,[18.0],
monkeyM_session-o080507012-23_lfp-1,M,short,0,5,18,86,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,short,1,5,17,86,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,short,2,5,17,86,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-1,M,short,3,5,17,87,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,short,4,5,17,87,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_short,0,5,18,81,ami_first_local_minimum,"[20.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_short,1,5,18,81,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_short,2,5,19,82,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_short,3,3,16,82,ami_first_local_minimum,[30.0],
monkeyM_session-o080507012-23_lfp-1,M,matched_short,4,5,17,82,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_long,0,5,19,81,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_long,1,5,20,81,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_long,2,5,18,82,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_long,3,5,18,82,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-1,M,matched_long,4,5,18,82,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080507012-23_lfp-2,M,short,0,5,13,86,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,short,1,5,13,86,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,short,2,5,13,86,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,short,3,5,14,87,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,short,4,5,13,87,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_short,0,5,13,81,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_short,1,5,14,81,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_short,2,5,13,82,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_short,3,5,13,82,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_short,4,5,13,82,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_long,0,5,13,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_long,1,5,14,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_long,2,5,13,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_long,3,5,13,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080507012-23_lfp-2,M,matched_long,4,5,13,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,short,0,5,22,76,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080509001-9_lfp-1,M,short,1,5,18,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080509001-9_lfp-1,M,short,2,5,20,77,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080509001-9_lfp-1,M,short,3,5,20,77,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,short,4,5,17,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_short,0,5,22,76,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_short,1,5,18,77,ami_first_local_minimum,"[20.0, 34.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_short,2,5,20,77,ami_first_local_minimum,"[18.0, 34.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_short,3,5,20,77,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_short,4,5,17,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_long,0,5,21,76,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_long,1,5,28,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_long,2,5,19,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_long,3,5,19,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509001-9_lfp-1,M,matched_long,4,5,21,77,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,short,0,5,29,91,ami_first_local_minimum,"[6.0, 20.0]",
monkeyM_session-o080509010-19_lfp-1,M,short,1,5,17,91,ami_first_local_minimum,"[6.0, 20.0]",
monkeyM_session-o080509010-19_lfp-1,M,short,2,5,22,91,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,short,3,3,17,91,ami_first_local_minimum,[20.0],
monkeyM_session-o080509010-19_lfp-1,M,short,4,5,21,92,ami_first_local_minimum,"[6.0, 20.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_short,0,5,18,72,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_short,1,5,18,72,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_short,2,7,22,72,ami_first_local_minimum,"[6.0, 20.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_short,3,7,17,72,ami_first_local_minimum,"[6.0, 20.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_short,4,5,16,72,ami_first_local_minimum,"[20.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_long,0,5,21,72,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_long,1,5,20,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_long,2,5,21,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_long,3,5,21,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080509010-19_lfp-1,M,matched_long,4,5,21,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,short,0,5,12,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,short,1,5,12,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,short,2,5,12,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,short,3,5,12,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,short,4,3,13,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-1,M,matched_short,0,5,12,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,matched_short,1,5,12,81,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,matched_short,2,5,12,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,matched_short,3,5,12,82,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513001-9_lfp-1,M,matched_short,4,3,13,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-1,M,matched_long,0,3,12,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-1,M,matched_long,1,3,12,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-1,M,matched_long,2,3,12,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-1,M,matched_long,3,3,12,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-1,M,matched_long,4,3,12,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,short,0,3,14,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,short,1,3,16,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,short,2,3,14,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,short,3,3,15,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,short,4,3,14,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_short,0,3,14,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_short,1,3,16,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_short,2,3,14,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_short,3,3,15,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_short,4,3,14,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_long,0,3,13,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_long,1,3,12,81,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_long,2,3,18,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_long,3,3,13,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513001-9_lfp-2,M,matched_long,4,3,14,82,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-1,M,short,0,5,13,86,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,short,1,5,14,86,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,short,2,5,14,86,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,short,3,5,13,87,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,short,4,5,14,87,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_short,0,5,14,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_short,1,5,14,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_short,2,5,13,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_short,3,5,14,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_short,4,5,14,72,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_long,0,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_long,1,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_long,2,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_long,3,5,13,72,ami_first_local_minimum,"[16.0, 32.0]",
monkeyM_session-o080513010-18_lfp-1,M,matched_long,4,5,13,72,ami_first_local_minimum,"[16.0, 30.0]",
monkeyM_session-o080513010-18_lfp-2,M,short,0,3,17,86,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,short,1,3,17,86,ami_first_local_minimum,[34.0],
monkeyM_session-o080513010-18_lfp-2,M,short,2,3,18,86,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,short,3,3,18,87,ami_first_local_minimum,[34.0],
monkeyM_session-o080513010-18_lfp-2,M,short,4,3,17,87,ami_first_local_minimum,[34.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_short,0,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_short,1,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_short,2,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_short,3,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_short,4,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_long,0,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_long,1,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_long,2,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_long,3,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080513010-18_lfp-2,M,matched_long,4,3,18,72,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,short,0,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,short,1,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,short,2,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,short,3,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,short,4,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_short,0,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_short,1,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_short,2,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_short,3,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_short,4,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_long,0,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_long,1,3,9,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-1,M,matched_long,2,5,9,96,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080515002-11_lfp-1,M,matched_long,3,5,9,96,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080515002-11_lfp-1,M,matched_long,4,5,9,96,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080515002-11_lfp-2,M,short,0,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,short,1,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,short,2,3,13,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,short,3,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,short,4,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_short,0,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_short,1,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_short,2,3,13,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_short,3,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_short,4,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_long,0,3,14,96,ami_first_local_minimum,[32.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_long,1,3,14,96,ami_first_local_minimum,[30.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_long,2,3,14,96,ami_first_local_minimum,[30.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_long,3,3,14,96,ami_first_local_minimum,[30.0],
monkeyM_session-o080515002-11_lfp-2,M,matched_long,4,3,14,96,ami_first_local_minimum,[30.0],
monkeyM_session-o080515012-24_lfp-1,M,short,0,3,10,100,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,short,1,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,short,2,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,short,3,3,10,101,ami_first_local_minimum,[34.0],
monkeyM_session-o080515012-24_lfp-1,M,short,4,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_short,0,3,10,100,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_short,1,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_short,2,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_short,3,3,10,101,ami_first_local_minimum,[34.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_short,4,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_long,0,5,10,100,ami_first_local_minimum,"[18.0, 32.0]",
monkeyM_session-o080515012-24_lfp-1,M,matched_long,1,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_long,2,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_long,3,3,11,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-1,M,matched_long,4,3,10,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,short,0,3,10,100,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,short,1,3,15,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,short,2,3,11,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,short,3,3,11,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,short,4,3,11,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_short,0,3,10,100,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_short,1,3,15,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_short,2,3,11,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_short,3,3,11,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_short,4,3,11,101,ami_first_local_minimum,[32.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_long,0,3,10,100,ami_first_local_minimum,[30.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_long,1,5,10,101,ami_first_local_minimum,"[6.0, 30.0]",
monkeyM_session-o080515012-24_lfp-2,M,matched_long,2,5,10,101,ami_first_local_minimum,"[6.0, 30.0]",
monkeyM_session-o080515012-24_lfp-2,M,matched_long,3,3,10,101,ami_first_local_minimum,[30.0],
monkeyM_session-o080515012-24_lfp-2,M,matched_long,4,3,10,101,ami_first_local_minimum,[30.0],
monkeyM_session-o080522005-11_lfp-1,M,short,0,3,16,86,ami_first_local_minimum,[22.0],
monkeyM_session-o080522005-11_lfp-1,M,short,1,3,15,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-1,M,short,2,3,15,86,ami_first_local_minimum,[22.0],
monkeyM_session-o080522005-11_lfp-1,M,short,3,3,15,87,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-1,M,short,4,3,15,87,ami_first_local_minimum,[22.0],
monkeyM_session-o080522005-11_lfp-1,M,matched_short,0,3,16,86,ami_first_local_minimum,[22.0],
monkeyM_session-o080522005-11_lfp-1,M,matched_short,1,3,15,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-1,M,matched_short,2,3,15,86,ami_first_local_minimum,[22.0],
monkeyM_session-o080522005-11_lfp-1,M,matched_short,3,3,15,87,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-1,M,matched_short,4,3,15,87,ami_first_local_minimum,[22.0],
monkeyM_session-o080522005-11_lfp-1,M,matched_long,0,7,18,86,ami_first_local_minimum,"[18.0, 30.0, 46.0]",
monkeyM_session-o080522005-11_lfp-1,M,matched_long,1,5,18,86,ami_first_local_minimum,"[18.0, 30.0]",
monkeyM_session-o080522005-11_lfp-1,M,matched_long,2,7,18,86,ami_first_local_minimum,"[18.0, 30.0, 46.0]",
monkeyM_session-o080522005-11_lfp-1,M,matched_long,3,7,17,87,ami_first_local_minimum,"[18.0, 30.0, 46.0]",
monkeyM_session-o080522005-11_lfp-1,M,matched_long,4,7,18,87,ami_first_local_minimum,"[18.0, 30.0, 46.0]",
monkeyM_session-o080522005-11_lfp-2,M,short,0,3,14,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,short,1,3,14,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,short,2,3,14,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,short,3,3,14,87,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,short,4,3,14,87,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,matched_short,0,3,14,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,matched_short,1,3,14,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,matched_short,2,3,14,86,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,matched_short,3,3,14,87,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,matched_short,4,3,14,87,ami_first_local_minimum,[20.0],
monkeyM_session-o080522005-11_lfp-2,M,matched_long,0,7,16,86,ami_first_local_minimum,"[18.0, 32.0, 46.0]",
monkeyM_session-o080522005-11_lfp-2,M,matched_long,1,7,15,86,ami_first_local_minimum,"[18.0, 30.0, 46.0]",
monkeyM_session-o080522005-11_lfp-2,M,matched_long,2,7,15,86,ami_first_local_minimum,"[18.0, 32.0, 46.0]",
monkeyM_session-o080522005-11_lfp-2,M,matched_long,3,7,15,87,ami_first_local_minimum,"[18.0, 32.0, 46.0]",
monkeyM_session-o080522005-11_lfp-2,M,matched_long,4,7,16,87,ami_first_local_minimum,"[18.0, 32.0, 46.0]",
monkeyM_session-o080522012-21_lfp-1,M,short,0,3,14,115,ami_first_local_minimum,[20.0],
